年份,月份,类型,成员单位,交易对象,交易金额,企业类型,社会信用代码
2024,12,Supplier,物产化工（浙江自贸区）有限公司,苏州创元和赢资本管理有限公司,82792800,企业,91320594MA1WCEJ02Y
2024,12,Supplier,物产中大化工集团有限公司,苏州江塑石化有限公司,2239200,企业,91320585MA21CCX0X2
2024,12,Supplier,欧泰汇能（东营）供应链有限公司,贝卡尔特（山东）钢帘线有限公司,780444.01,企业,91371000754461452M
2024,12,Supplier,物产中大欧泰有限公司,贝卡尔特（山东）钢帘线有限公司,282798,企业,91371000754461452M
2024,12,Supplier,舟山聚能能源有限公司,贝卡尔特（山东）钢帘线有限公司,440213.4,企业,91371000754461452M
2024,12,Supplier,物产中大农产品（浙江）有限公司,路易达孚（天津）国际贸易有限公司,46642108.12,企业,91120118MA06DLP772
2024,12,Supplier,物产中大化工集团有限公司,路易达孚（天津）国际贸易有限公司,9245398.56,企业,91120118MA06DLP772
2024,12,Supplier,物产化工（浙江自贸区）有限公司,路易达孚（天津）国际贸易有限公司,34677769.34,企业,91120118MA06DLP772
2024,12,Supplier,浙江物产化工集团宁波有限公司,邢台旭阳化工有限公司,11915753,\N,\N
2024,12,Supplier,物产中大农产品（浙江）有限公司,邦基（泰兴）粮油有限公司,4835374.68,企业,91321283692599105R
2024,12,Supplier,物产中大化工集团有限公司,邦基（泰兴）粮油有限公司,19902902.98,企业,91321283692599105R
2024,12,Supplier,物产中大（海南）发展有限公司,郑州亿顺化工物流有限公司,3705000,企业,91410106062696402L
2024,12,Supplier,宁波凯优国际贸易有限公司,金发科技股份有限公司,903008.25,企业,91440101618607269R
2024,12,Supplier,物产中大化工集团有限公司,陕粮农（新疆）储备库有限公司,36416872.49,\N,\N
2024,12,Supplier,物产中大欧泰有限公司,青岛天吉国际贸易有限公司,52994334,企业,91370220MA3T378M53
2024,12,Supplier,欧泰汇能（东营）供应链有限公司,青岛汇和橡化供应链有限公司,567200,\N,\N
2024,12,Supplier,物产中大欧泰有限公司,青岛汇和橡化供应链有限公司,836900,\N,\N
2024,12,Supplier,物产中大（海南）发展有限公司,青岛海湾化学股份有限公司,11241791.6,企业,91370200163569824H
2024,12,Supplier,物产中大化工集团有限公司,青岛海花植物油有限公司,400000,企业,913702817667015808
2024,12,Supplier,舟山聚能能源有限公司,青岛润生荣国际贸易有限公司,1829850,企业,91370203591256365R
2024,12,Supplier,物产中大化工集团有限公司,青岛瑞晔新材料有限公司,948000,\N,\N
2024,12,Supplier,舟山聚能能源有限公司,青岛羿晟新材料有限公司,1354855,企业,91370220MA3WCR7X5J
2024,12,Supplier,宁波凯优国际贸易有限公司,鸿展黑龙江酒业销售有限公司,65000000,企业,91230109MA1C8ANR8J
2024,12,Supplier,浙江物产化工集团宁波有限公司,鸿展黑龙江酒业销售有限公司,40887288,企业,91230109MA1C8ANR8J
2024,12,Supplier,物产中大化工集团有限公司,龙星化工股份有限公司,420000,\N,\N
2024,12,Supplier,物产中大欧泰有限公司,龙星化工股份有限公司,1050000,\N,\N
2024,7,Customer,物产中大（海南）发展有限公司,三江化工有限公司,1151702,企业,91330400754945246P
2024,7,Customer,物产中大化工集团有限公司,上海东耀智创供应链有限公司,1500306.73,企业,91310115MAC0DRCJ5M
2024,7,Customer,物产中大（海南）发展有限公司,上海名石化工有限公司,4440000,企业,91310115762205088B
2024,7,Customer,物产中大欧泰有限公司,上海宇忱石油化工有限公司,8813892.56,企业,91310120MA1HQHBW4H
2024,7,Customer,物产中大（海南）发展有限公司,上海持润石油化工有限公司,6430175.6,企业,91310117086183978L
2024,7,Customer,浙江物产化工集团宁波有限公司,上海朗晖数化科技股份有限公司,1499850,企业,91310120759012699Y
2024,7,Customer,物产中大化工集团有限公司,上海浦耀农产品有限公司,7609931.76,企业,91310000086249818X
2024,7,Customer,物产中大化工集团有限公司,上海玺美橡胶制品有限公司,8467200,企业,91310115MA1K498X4T
2024,7,Customer,物产中大化工集团有限公司,上海诺强贸易有限公司,2266281.22,企业,913101173244795052
2024,7,Customer,物产化工（浙江自贸区）有限公司,上海诺强贸易有限公司,2286321,企业,913101173244795052
2024,7,Customer,物产中大（海南）发展有限公司,上海金润能源有限公司,1551750,企业,913101203243075433
2024,7,Customer,物产中大农产品（浙江）有限公司,上海锐农贸易有限公司,641840,企业,91310117MA1J38RM6L
2024,7,Customer,浙江物产氯碱化工有限公司,上海马驹实业有限公司,14014490,企业,91310115MA7AD05U7K
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,东方新民控股有限公司,4783500,企业,91320509718617421L
2024,7,Customer,浙江物产化工集团宁波有限公司,东莞市宏川化工供应链有限公司,782338.5,企业,91441900617560710F
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,东莞市宏川化工供应链有限公司,2329772.5,企业,91441900617560710F
2024,7,Customer,物产中大（海南）发展有限公司,东莞市星和能源有限公司,31973279.8,企业,91441900MACRM03H10
2024,7,Customer,浙江物产化工集团宁波有限公司,东衍化工（上海）有限公司,1610959.5,企业,91310000MA1K34UG6N
2024,7,Customer,物产化工（浙江自贸区）有限公司,东证润和资本管理有限公司,4481000,企业,91310000312338633K
2024,7,Customer,浙江物产化工集团宁波有限公司,中化石化销售有限公司,4825000,企业,91310115MA1K3RDP4W
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,中化石化销售有限公司,28381610.74,企业,91310115MA1K3RDP4W
2024,7,Customer,物产化工（浙江自贸区）有限公司,中化石化销售有限公司,11955864,企业,91310115MA1K3RDP4W
2024,7,Customer,物产中大化工集团有限公司,中国供销粮油有限公司,9190300,企业,91310108133755562E
2024,7,Customer,物产中大化工集团有限公司,中央储备粮扬州直属库有限公司,9568158,企业,91320000720603344A
2024,7,Customer,物产中大化工集团有限公司,中央储备粮连云港直属库有限公司,6317962.2,企业,91320700718511766K
2024,7,Customer,物产中大化工集团有限公司,丽水兴昌新材料科技股份有限公司,3326501.62,企业,91331100739931807U
2024,7,Customer,物产中大欧泰有限公司,五峨九舟实业有限公司,120929500,企业,91500000MA5UF7BB4R
2024,7,Customer,物产中大欧泰有限公司,五峨九舟（广州）金属材料有限公司,121337140,\N,\N
2024,7,Customer,物产中大（海南）发展有限公司,南京勒特瓦贸易有限公司,4240000,企业,91320111MA1N432P7J
2024,7,Customer,物产中大化工集团有限公司,厦门国贸农产品有限公司,10067388.18,企业,91350200MA33G7B87Y
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,厦门国贸化工有限公司,19338595,企业,91350200MA8TFTGN9U
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,厦门国贸化工有限公司,4485000,企业,91350200MA8TFTGN9U
2024,7,Customer,物产化工（浙江自贸区）有限公司,厦门国贸化工有限公司,6089154,企业,91350200MA8TFTGN9U
2024,7,Customer,物产化工（浙江自贸区）有限公司,厦门国贸物产有限公司,2852640,企业,91350200MA33GFFRX5
2024,7,Customer,宁波凯优国际贸易有限公司,厦门展祥能源有限公司,20930000,企业,91350205MA33R9FC0G
2024,7,Customer,浙江物产化工集团宁波有限公司,厦门展祥能源有限公司,2790000,企业,91350205MA33R9FC0G
2024,7,Customer,上海欧泰实业有限公司,厦门市登喜来进出口有限公司,2002000,企业,913502006999069803
2024,7,Customer,物产中大化工集团有限公司,厦门象屿化工有限公司,0.04,企业,9135020030311673XM
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,厦门象屿化工有限公司,9427000,企业,9135020030311673XM
2024,7,Customer,物产中大（海南）发展有限公司,厦门象屿化工有限公司,18343500,企业,9135020030311673XM
2024,7,Customer,物产中大欧泰有限公司,厦门骏驰化工科技有限公司,4862342,企业,91350206094841563F
2024,7,Customer,浙江物产化工集团宁波有限公司,合众新能源汽车股份有限公司,5525366.3,企业,91330483307682069B
2024,7,Customer,浙江物产经编供应链有限公司,嘉兴市贝茵纺织品有限公司,37942165.8,企业,91330481MABRU42Q10
2024,7,Customer,物产中大（海南）发展有限公司,国元投资管理（上海）有限公司,4809000,企业,9131010934230803X8
2024,7,Customer,物产中大（海南）发展有限公司,大连中联油化进出口贸易有限公司,24703987.56,企业,91210211669226853H
2024,7,Customer,物产中大（海南）发展有限公司,天津子安能源有限公司,4340000,企业,91120104MA07DR980B
2024,7,Customer,物产中大化工集团有限公司,天津远瓴粮油有限公司,509073.6,企业,91120116MABYX96X04
2024,7,Customer,浙江物产经编供应链有限公司,太仓兴蕾纺织科技有限公司,7868391.99,企业,91320585MA1XYUAU5H
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,宁波宇群进出口有限公司,2307000,企业,9133020109697460XT
2024,7,Customer,浙江物产氯碱化工有限公司,宁波慧成化工有限公司,5393700,企业,91330281MA2CKKWGXW
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,宁波申能贸易有限公司,4848000,企业,91330201MA2CL6GD0R
2024,7,Customer,物产中大化工集团有限公司,安徽华非国际贸易有限公司,11727203,企业,91340300343894747D
2024,7,Customer,物产中大化工集团有限公司,宜昌兴发集团有限责任公司,3141600,企业,9142052671463710X9
2024,7,Customer,物产中大化工集团有限公司,小鼎能源有限公司,72480000,企业,91330901307421256J
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,小鼎能源有限公司,61080500,企业,91330901307421256J
2024,7,Customer,物产中大（海南）发展有限公司,小鼎能源有限公司,4830000,企业,91330901307421256J
2024,7,Customer,物产化工（浙江自贸区）有限公司,小鼎能源有限公司,4693000,企业,91330901307421256J
2024,7,Customer,浙江物产经编供应链有限公司,山东一元化纤制品有限公司,63567.02,企业,91370323MA3ULPJR47
2024,7,Customer,物产中大欧泰有限公司,山东耐斯特炭黑有限公司,14102240,企业,9137050069443585X0
2024,7,Customer,物产中大化工集团有限公司,平原禾丰牧业有限公司,9412865.72,企业,91130423MA07P26B32
2024,7,Customer,浙江物产氯碱化工有限公司,广东仁信集团有限公司,2142661.25,企业,91445100707827132J
2024,7,Customer,物产中大欧泰有限公司,广东元烨供应链管理有限公司,5535000,企业,91440115MABW88DC2F
2024,7,Customer,宁波凯优国际贸易有限公司,广东广开顺新材料有限公司,6683040,企业,91440606082576387Y
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,广东广开顺新材料有限公司,59850,企业,91440606082576387Y
2024,7,Customer,浙江物产化工集团宁波有限公司,广州鑫舟化工科技有限公司,6131612,企业,91440101MA59NRBY1B
2024,7,Customer,浙江物产化工集团宁波有限公司,广西钦州泰兴石油化工有限公司,52086521.82,企业,914507006877923061
2024,7,Customer,物产中大欧泰有限公司,徐州徐轮橡胶股份有限公司,2700000,企业,91320300785988783N
2024,7,Customer,物产中大化工集团有限公司,德塑科技（上海）有限公司,1397880,企业,91310115MA1HBN8M8X
2024,7,Customer,浙江物产经编供应链有限公司,扬州帅盛纺织有限公司,4748394.39,\N,\N
2024,7,Customer,浙江物产春达化工有限公司,揭西县三明塑料有限公司,1267605,企业,91445222688632611L
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,新凤鸣集团湖州中石科技有限公司,2096415.48,企业,9133050005011214XL
2024,7,Customer,物产化工（浙江自贸区）有限公司,新凤鸣集团湖州中石科技有限公司,2454900,企业,9133050005011214XL
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,新疆天富国际经贸有限公司张家港保税区国际贸易分公司,23488884,企业,91320592MA1YWPH51G
2024,7,Customer,物产中大化工集团有限公司,新疆天富国际经贸有限公司张家港保税区国际贸易分公司,2933280,企业,91320592MA1YWPH51G
2024,7,Customer,物产中大（海南）发展有限公司,新疆天富国际经贸有限公司张家港保税区国际贸易分公司,4737500,企业,91320592MA1YWPH51G
2024,7,Customer,物产化工（浙江自贸区）有限公司,新疆天富国际经贸有限公司张家港保税区国际贸易分公司,16403410,企业,91320592MA1YWPH51G
2024,7,Customer,宁波凯优国际贸易有限公司,旭塑茂能源科技（上海）有限公司,3220000,企业,91310110MA1G8RWA6H
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,旭塑茂能源科技（上海）有限公司,26098100,企业,91310110MA1G8RWA6H
2024,7,Customer,浙江物产春达化工有限公司,明达实业（厦门）有限公司,23116500,企业,913502006120009173
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,杭州博杰实业有限公司,4166500,企业,913301090536706490
2024,7,Customer,物产化工（浙江自贸区）有限公司,杭州博杰实业有限公司,5838654,企业,913301090536706490
2024,7,Customer,物产中大化工集团有限公司,杭州旭达贸易有限公司,1333819.5,企业,91330104685835894R
2024,7,Customer,物产化工（浙江自贸区）有限公司,杭州汉腾化纤有限公司,31715304,企业,91330109689069875B
2024,7,Customer,物产中大化工集团有限公司,杭州浙粮农产品有限公司,6073938.01,企业,91330103MA2B07G44E
2024,7,Customer,物产中大化工集团有限公司,杭州海枫贸易有限公司,3409234.76,企业,91330110MA2H2NPX9Y
2024,7,Customer,物产化工（浙江自贸区）有限公司,杭州臣悦化工有限公司,2937312,企业,91330108MA27YXEJ70
2024,7,Customer,物产中大新阳光（河南）粮油有限公司,杭州衡帆贸易有限公司,7888947.68,企业,91330109MACE8YAYX5
2024,7,Customer,浙江物产化工集团宁波有限公司,楚雄鑫华化工有限公司,2474662.35,企业,91532300693083768D
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,正凯锦鑫能源（上海）有限公司,9030000,\N,\N
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,江苏三房巷薄膜股份有限公司,2396000,企业,91320281MA1WU9NB2N
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,江苏中石油国际事业有限公司,5877732,企业,91320623567847384M
2024,7,Customer,物产中大欧泰有限公司,江苏中石油国际事业有限公司,17686368,企业,91320623567847384M
2024,7,Customer,物产中大（海南）发展有限公司,江苏信合利供应链管理有限公司,4200000,企业,91320111MA1NBW8G9E
2024,7,Customer,物产化工（浙江自贸区）有限公司,江苏兴业塑化有限公司,29812355.7,企业,9132020071683406XR
2024,7,Customer,浙江物产化工集团宁波有限公司,江苏威名新材料有限公司,47869351,企业,91320623067666528H
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,江苏威名新材料有限公司,3819579,企业,91320623067666528H
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,江苏海企橡胶有限公司,3129000,企业,91320000MA1WGDQL81
2024,7,Customer,物产中大化工集团有限公司,江苏海企物产贸易有限公司,11937240.64,企业,91320115MABNR9528N
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,江苏海伦石化有限公司,59611334.7,企业,913202817487085786
2024,7,Customer,物产化工（浙江自贸区）有限公司,江苏海伦石化有限公司,35685420,企业,913202817487085786
2024,7,Customer,物产中大（海南）发展有限公司,江阴晶泰芯国际贸易有限公司,4780500,企业,91320281MA277BQN9N
2024,7,Customer,物产中大（海南）发展有限公司,沧州景源化工产品有限公司,19621630.8,企业,91130923MA08B4RE1Q
2024,7,Customer,物产中大新阳光（河南）粮油有限公司,河北鼎康粮油有限公司,1111449.6,企业,130421784074103
2024,7,Customer,物产中大（海南）发展有限公司,泰沣禾源（江阴）能源化工有限公司,4680000,企业,91320281MA25F5E26D
2024,7,Customer,物产中大化工集团有限公司,浙商中拓集团股份有限公司,59378900,企业,91430000712108626U
2024,7,Customer,物产中大化工集团有限公司,浙商中拓集团（湖南）有限公司,23089000,企业,91430100MA4PRPGK86
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江华悦供应链有限公司,5684830,企业,91330326MAC74EBF8K
2024,7,Customer,浙江物产化工集团宁波有限公司,浙江博弈科技股份有限公司,1479170,企业,913310006952807304
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江古纤道绿色纤维有限公司,17594997.88,企业,913306006970251351
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江嘉祐能源有限公司,11971896,企业,91330901MA2A2U395N
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江嘉祐能源有限公司,5966910,企业,91330901MA2A2U395N
2024,7,Customer,物产中大化工集团有限公司,浙江四邦实业有限公司,35308200,企业,91331127MA2E04PH2L
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,浙江四邦实业有限公司,9515500,企业,91331127MA2E04PH2L
2024,7,Customer,物产中大（海南）发展有限公司,浙江四邦实业有限公司,30516000,企业,91331127MA2E04PH2L
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江四邦实业有限公司,5939856,企业,91331127MA2E04PH2L
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江天圣控股集团有限公司,66788348,企业,913306217530150045
2024,7,Customer,物产中大欧泰有限公司,浙江尤夫高新纤维股份有限公司,5100262.7,企业,91330000755902563E
2024,7,Customer,浙江物产经编供应链有限公司,浙江康嘉新材料科技有限公司,13470908.69,企业,91330400592871351U
2024,7,Customer,浙江物产经编供应链有限公司,浙江康嘉纺织科技有限公司,3597527.15,企业,9133040008736595X1
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江弘润国际贸易有限公司,106852500,企业,91330400MADFJP102G
2024,7,Customer,物产中大化工集团有限公司,浙江敦和实业有限公司,16440500,企业,91330102MA2B0P1R6A
2024,7,Customer,物产中大（海南）发展有限公司,浙江敦和实业有限公司,9662000,企业,91330102MA2B0P1R6A
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江敦和实业有限公司,29842000,企业,91330102MA2B0P1R6A
2024,7,Customer,物产中大（海南）发展有限公司,浙江新胜油脂科技有限公司,3326662.5,企业,91330481MA28AKWY9P
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江明日控股集团股份有限公司,2760000,企业,91330000142945392Y
2024,7,Customer,物产中大化工集团有限公司,浙江明日控股集团股份有限公司,227128,企业,91330000142945392Y
2024,7,Customer,物产中大（海南）发展有限公司,浙江明日控股集团股份有限公司,18978270,企业,91330000142945392Y
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江明日控股集团股份有限公司,5985948,企业,91330000142945392Y
2024,7,Customer,浙江物产化工集团宁波有限公司,浙江晨旭石化有限公司,30641266.4,企业,91330211MA2H516E92
2024,7,Customer,物产中大石油化工（浙江）有限公司,浙江晨旭石化有限公司,719718.3,企业,91330211MA2H516E92
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,浙江景诚实业有限公司,4840000,企业,91330901MA2A28A22L
2024,7,Customer,物产中大（海南）发展有限公司,浙江景诚实业有限公司,4730000,企业,91330901MA2A28A22L
2024,7,Customer,浙江物产氯碱化工有限公司,浙江柯汎化工有限公司,2280680,企业,91330881MA2DH6A72X
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,浙江桐昆国际贸易有限公司,4720000,企业,91330483MA2JE8TM0D
2024,7,Customer,浙江物产经编供应链有限公司,浙江楚环纺织有限公司,3364896.59,企业,91330621MA2JT3LP2W
2024,7,Customer,物产中大（海南）发展有限公司,浙江永安国油能源有限公司,4245000,企业,91330901MA2A33K609
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江益善供应链管理有限公司,784447700,企业,91330102MA2J08JG1P
2024,7,Customer,物产化工（浙江自贸区）有限公司,浙江鑫广海源实业有限公司,2360500,企业,9133000076015423XE
2024,7,Customer,浙江物产经编供应链有限公司,海宁昌顺化纤有限公司,5675142.72,企业,91330481MA28B43X81
2024,7,Customer,物产化工（浙江自贸区）有限公司,深圳万银国际贸易有限公司,148727000,企业,91440300MA5HF6XXX8
2024,7,Customer,物产中大乾睿能源化工（浙江）有限公司,湖北长济石油化工有限公司,4572600,企业,91420102MA4F4L3P0K
2024,7,Customer,物产中大化工集团有限公司,湖北长济石油化工有限公司,217620,企业,91420102MA4F4L3P0K
2024,7,Customer,物产中大化工集团有限公司,湖南华港饲料科技有限公司,1898825.54,企业,91430900740610963T
2024,7,Customer,物产化工（浙江自贸区）有限公司,盛兰农业有限公司,2826432,企业,91430600MABYUQXA48
2024,7,Customer,青岛赛橡国际贸易有限公司,盛兰农业有限公司,643104,企业,91430600MABYUQXA48
2024,7,Customer,浙江物产经编供应链有限公司,福州市长乐区明科贸易有限公司,70826.88,企业,91350182MA31F6L13X
2024,7,Customer,物产化工（浙江自贸区）有限公司,福建百宏石化有限公司,30165451.92,企业,91350505MA31R8CY7T
2024,7,Customer,浙江物产春达化工有限公司,福建陆地港集团有限责任公司,2903613,企业,91350000699009438E
2024,7,Customer,浙江物产经编供应链有限公司,绍兴登越纺织品有限公司,867780,企业,91330621MA2BG4HG8Y
2024,7,Customer,浙江物产经编供应链有限公司,苏州佳通化纤有限公司,18597135.14,企业,913205857206895551
2024,7,Customer,物产中大化工集团有限公司,苏州焱霖冉粮油贸易有限公司,12866103.97,企业,91320592MA235EPE2C
2024,7,Customer,物产中大化工集团有限公司,远大物产集团有限公司,100800,企业,91330201256107565A
2024,7,Customer,物产中大新材料科技发展（浙江）有限公司,连云港石化有限公司,9092303.69,企业,91320700MA1TD1P403
2024,7,Customer,物产中大（海南）发展有限公司,道达尔润滑油（中国）有限公司,2377512,企业,91321191703937414J
2024,7,Customer,浙江物产化工集团宁波有限公司,郑州金丰洋国际贸易有限公司,2406680,企业,914101000932203355
2024,7,Customer,浙江物产化工集团宁波有限公司,重庆天安物产有限公司,782000,企业,91500115305174634A
2024,7,Customer,物产中大嘉悦（浙江）能源有限公司,重庆天安物产有限公司,4046400,企业,91500115305174634A
2024,7,Customer,物产中大（海南）发展有限公司,重庆天安物产有限公司,9250835,企业,91500115305174634A
2024,7,Customer,物产中大新立科技发展(浙江)有限公司,重庆市永川区长城汽车零部件有限公司,11242766.7,企业,91500118MA5YQ6304F
2024,7,Customer,浙江物产化工集团宁波有限公司,重庆轩晶能源有限公司,18446000,企业,91500152MA61CQLT6Q
2024,7,Customer,物产化工（浙江自贸区）有限公司,镇赉瑞信达原生态牧业有限公司,3531327,企业,9122082169100435XR
2024,7,Customer,浙江物产化工集团宁波有限公司,零跑汽车有限公司,922646.97,\N,\N
2024,7,Customer,物产中大化工集团有限公司,青岛宏锦国际贸易有限公司,5874624,企业,91370220MA3EM15N8D
2024,7,Customer,物产中大欧泰有限公司,青岛联合动力轮胎有限公司,5435049.81,企业,913702203942496179
2024,7,Customer,物产化工（浙江自贸区）有限公司,青岛诺顿进出口有限公司,2842560,企业,91370220591274125Y
2024,7,Customer,舟山聚能能源有限公司,青州轮道橡胶科技有限公司,2500000,企业,91370781MA3T3QL694
2024,7,Customer,浙江物产化工集团宁波有限公司,黑龙江赢创商贸有限公司,22620000,企业,91230822MA1F713P7E
2024,7,Supplier,物产中大乾睿能源化工（浙江）有限公司,三江化工有限公司,74417671,企业,91330400754945246P
2024,7,Supplier,物产中大（海南）发展有限公司,三江化工有限公司,3637000.4,企业,91330400754945246P
2024,7,Supplier,物产化工（浙江自贸区）有限公司,三江化工有限公司,45172812.24,企业,91330400754945246P
2024,7,Supplier,宁波凯优国际贸易有限公司,上海丰利达新能源科技有限公司,23200000,\N,\N
2024,7,Supplier,物产中大欧泰有限公司,上海优浦橡胶有限公司,20361600,企业,91310115MA1H7FW31M
2024,7,Supplier,舟山聚能能源有限公司,上海优浦橡胶有限公司,5746608,企业,91310115MA1H7FW31M
2024,7,Supplier,浙江物产化工集团宁波有限公司,上海旻叙石油化工有限公司,14292299.6,企业,91310120MA1HNA6L74
2024,7,Supplier,浙江物产化工集团宁波有限公司,上海朗晖数化科技股份有限公司,319399.2,企业,91310120759012699Y
2024,7,Supplier,物产中大新材料科技发展（浙江）有限公司,上海朗晖数化科技股份有限公司,556000,企业,91310120759012699Y
2024,7,Supplier,物产中大新材料科技发展（浙江）有限公司,上海槿椿国际贸易有限公司,5983825.05,\N,\N
2024,7,Supplier,物产中大化工集团有限公司,上海浦耀农产品有限公司,3997985.68,企业,91310000086249818X
2024,7,Supplier,青岛赛橡国际贸易有限公司,上海玺美橡胶制品有限公司,860523.3,企业,91310115MA1K498X4T
2024,7,Supplier,宁波凯优国际贸易有限公司,东莞市宏川化工供应链有限公司,2302077.8,企业,91441900617560710F
2024,7,Supplier,物产中大新材料科技发展（浙江）有限公司,东莞市宏川化工供应链有限公司,1184753.8,企业,91441900617560710F
2024,7,Supplier,宁波凯优国际贸易有限公司,东衍化工（上海）有限公司,10291966,企业,91310000MA1K34UG6N
2024,7,Supplier,浙江物产化工集团宁波有限公司,东衍化工（上海）有限公司,126711399.6,企业,91310000MA1K34UG6N
2024,7,Supplier,物产中大新材料科技发展（浙江）有限公司,东衍化工（上海）有限公司,4605161.85,企业,91310000MA1K34UG6N
2024,7,Supplier,物产中大化工集团有限公司,中信寰球商贸有限公司,4406400,企业,91310000093591355G
2024,7,Supplier,盈泰国际（新加坡）有限公司,中化扬州石化码头仓储有限公司,2681801.644431,\N,\N
2024,7,Supplier,浙江物产化工集团宁波有限公司,中化石化销售有限公司,3239274.5,企业,91310115MA1K3RDP4W
2024,7,Supplier,物产中大乾睿能源化工（浙江）有限公司,中化石化销售有限公司,720,企业,91310115MA1K3RDP4W
2024,7,Supplier,物产中大嘉悦（浙江）能源有限公司,中化石化销售有限公司,18019590,企业,91310115MA1K3RDP4W
2024,7,Supplier,物产中大化工集团有限公司,中国供销粮油有限公司,6146682.05,企业,91310108133755562E
2024,7,Supplier,物产中大化工集团有限公司,中国石化上海石油化工股份有限公司,2124014.7,企业,91310000132212291W
2024,7,Supplier,浙江物产化工集团宁波有限公司,中国石化销售股份有限公司西藏石油分公司,4095000,\N,\N
2024,7,Supplier,物产中大化工集团有限公司,丽水兴昌新材料科技股份有限公司,2319228.39,企业,91331100739931807U
2024,7,Supplier,舟山聚能能源有限公司,九江市锦瑞能源有限公司,3160138.41,\N,\N
2024,7,Supplier,物产中大化工集团有限公司,佳木斯佳振粮食贸易有限公司,13515956.4,\N,\N
2024,7,Supplier,物产中大欧泰（海南）国际贸易有限公司,内蒙古伊泰化工有限责任公司,10804122.4,\N,\N
2024,7,Supplier,浙江物产氯碱化工有限公司,包头海平面高分子工业有限公司,2438475,\N,\N
2024,7,Supplier,物产中大（海南）发展有限公司,南京勒特瓦贸易有限公司,4420000,企业,91320111MA1N432P7J
2024,7,Supplier,物产中大嘉悦（浙江）能源有限公司,厦门国贸化工有限公司,9412000,企业,91350200MA8TFTGN9U
2024,7,Supplier,物产中大（海南）发展有限公司,厦门国贸化工有限公司,18988000,企业,91350200MA8TFTGN9U
2024,7,Supplier,物产中大嘉悦（浙江）能源有限公司,厦门国贸物产有限公司,2842560,企业,91350200MA33GFFRX5
2024,7,Supplier,物产中大欧泰有限公司,厦门国贸物产有限公司,10560000,企业,91350200MA33GFFRX5
2024,7,Supplier,物产中大化工集团有限公司,厦门象屿化工有限公司,0.04,企业,9135020030311673XM
2024,7,Supplier,物产中大嘉悦（浙江）能源有限公司,厦门象屿化工有限公司,4700000,企业,9135020030311673XM
2024,7,Supplier,物产中大（海南）发展有限公司,厦门象屿化工有限公司,18552000,企业,9135020030311673XM
2024,7,Supplier,物产中大乾睿能源化工（浙江）有限公司,宁夏宝丰能源集团股份有限公司,16734411.31,企业,916400007749178406
2024,7,Supplier,物产中大化工集团有限公司,宁波舟山港舟山港务有限公司,3364767,企业,91330900719523515T
2024,7,Supplier,舟山宏粮生物科技有限公司,宁波舟山港舟山港务有限公司,276777,企业,91330900719523515T
2024,7,Supplier,物产中大化工集团有限公司,小鼎能源有限公司,4872500,企业,91330901307421256J
2024,7,Supplier,物产中大嘉悦（浙江）能源有限公司,小鼎能源有限公司,26945000,企业,91330901307421256J
2024,7,Supplier,物产化工（浙江自贸区）有限公司,小鼎能源有限公司,9144000,企业,91330901307421256J
2024,7,Supplier,物产中大欧泰有限公司,山东兴亚新材料股份有限公司,558000,企业,91370000733726255R
2024,7,Supplier,舟山聚能能源有限公司,山东兴亚新材料股份有限公司,186000,企业,91370000733726255R
2024,7,Supplier,物产中大欧泰有限公司,山东吉顺盼祥供应链管理有限公司,6208351.7,\N,\N
